cell_id,cell_row,cell_col,lon,lat,valid_pixels,urbanization_component,vegetation_component,water_component,stress_score,stress_score_pca,stress_category,evidence_strength,supporting_evidence_count,evidence_interpretation
C_071_094,71,94,79.048197,13.139792,10000,0.1748,0.2332,0.2184,0.2088,0.205,Q2: Moderate-Low Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_071_095,71,95,79.05718,13.139792,10000,0.1634,0.6133,0.0426,0.2731,0.3556,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_071_096,71,96,79.066163,13.139792,10000,0.0333,0.1657,0.0927,0.0972,0.0984,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_071_097,71,97,79.075146,13.139792,10000,0.174,0.4674,0.1526,0.2647,0.3045,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_071_098,71,98,79.084129,13.139792,10000,0.1104,0.4318,0.2469,0.263,0.2678,Q3: Moderate-High Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_071_099,71,99,79.093112,13.139792,10000,0.1318,0.2659,0.2246,0.2074,0.2007,Q2: Moderate-Low Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_071_100,71,100,79.102096,13.139792,10000,0.0523,0.0599,0.056,0.0561,0.0561,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_071_101,71,101,79.111079,13.139792,10000,0.1736,0.1737,0.0517,0.133,0.1627,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_071_102,71,102,79.120062,13.139792,10000,0.4006,0.4904,0.0897,0.3269,0.4131,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_071_103,71,103,79.129045,13.139792,10000,0.0894,0.1605,0.0776,0.1092,0.1205,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_071_104,71,104,79.138028,13.139792,10000,0.0978,0.2284,0.2672,0.1978,0.172,Q2: Moderate-Low Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_071_105,71,105,79.147011,13.139792,10000,0.0911,0.405,0.1703,0.2221,0.2399,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_071_106,71,106,79.155994,13.139792,10000,0.2191,0.3145,0.2649,0.2662,0.2662,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_071_107,71,107,79.164978,13.139792,10000,0.1635,0.2593,0.1657,0.1962,0.2069,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_071_108,71,108,79.173961,13.139792,10000,0.119,0.1229,0.0118,0.0846,0.1111,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_071_109,71,109,79.182944,13.139792,10000,0.0857,0.1062,0.0013,0.0644,0.0874,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_071_110,71,110,79.191927,13.139792,10000,0.1757,0.0959,0.0196,0.0971,0.1256,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_071_111,71,111,79.20091,13.139792,10000,0.2018,0.2334,0.1749,0.2033,0.2136,Q2: Moderate-Low Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_071_112,71,112,79.209893,13.139792,10000,0.2371,0.3501,0.2603,0.2825,0.2902,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_071_113,71,113,79.218877,13.139792,9965,0.1206,0.1976,0.0493,0.1225,0.1489,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_071_114,71,114,79.22786,13.139792,5990,0.1614,0.3869,0.0361,0.1948,0.2519,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_071_121,71,121,79.290742,13.139792,10000,0.1694,0.2081,0.0842,0.1539,0.1792,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_071_122,71,122,79.299725,13.139792,10000,0.2717,0.4342,0.0115,0.2391,0.3216,Q3: Moderate-High Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_071_123,71,123,79.308708,13.139792,10000,0.3373,0.3826,0.036,0.252,0.3306,Q3: Moderate-High Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_071_124,71,124,79.317691,13.139792,10000,0.1192,0.0953,0.2482,0.1543,0.12,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_071_125,71,125,79.326674,13.139792,10000,0.2484,0.4203,0.1742,0.281,0.3193,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_071_126,71,126,79.335658,13.139792,10000,0.2835,0.6246,0.1988,0.369,0.4298,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_071_127,71,127,79.344641,13.139792,9417,0.5239,1.0,0.0431,0.5223,0.6955,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_071_128,71,128,79.353624,13.139792,10000,0.3926,0.6596,0.036,0.3627,0.481,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_072_036,72,36,78.527174,13.130809,8736,0.2134,0.4215,0.2508,0.2952,0.3107,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_072_037,72,37,78.536157,13.130809,10000,0.3965,0.249,0.2525,0.2994,0.3169,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_072_038,72,38,78.54514,13.130809,10000,0.198,0.1721,0.189,0.1863,0.1855,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_039,72,39,78.554123,13.130809,10000,0.0426,0.0745,0.0069,0.0413,0.0538,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_040,72,40,78.563106,13.130809,10000,0.0052,0.0158,0.0043,0.0084,0.0099,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_041,72,41,78.57209,13.130809,10000,0.0218,0.0111,0.0364,0.0231,0.0183,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_042,72,42,78.581073,13.130809,10000,0.0092,0.0142,0.2849,0.1028,0.0363,Q1: Lower Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_072_043,72,43,78.590056,13.130809,10000,0.0881,0.1605,0.4057,0.2181,0.1494,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_072_044,72,44,78.599039,13.130809,10000,0.3252,0.3128,0.3127,0.3169,0.3184,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_072_045,72,45,78.608022,13.130809,10000,0.3998,0.3101,0.3979,0.3693,0.3591,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_072_046,72,46,78.617005,13.130809,10000,0.0725,0.327,0.0789,0.1595,0.188,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_072_047,72,47,78.625988,13.130809,10000,0.2866,0.3371,0.2905,0.3047,0.3097,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_072_048,72,48,78.634972,13.130809,10000,0.2065,0.3073,0.2898,0.2679,0.2595,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_072_049,72,49,78.643955,13.130809,10000,0.0101,0.0187,0.02,0.0163,0.0149,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_050,72,50,78.652938,13.130809,10000,0.0263,0.0056,0.0007,0.0109,0.0146,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_051,72,51,78.661921,13.130809,10000,0.0051,0.0202,0.0524,0.0259,0.0162,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_052,72,52,78.670904,13.130809,10000,0.0416,0.0953,0.0897,0.0755,0.0702,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_053,72,53,78.679887,13.130809,10000,0.0513,0.2375,0.0449,0.1112,0.1348,Q1: Lower Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_072_054,72,54,78.688871,13.130809,10000,0.2035,0.2914,0.1978,0.2309,0.2426,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_072_055,72,55,78.697854,13.130809,10000,0.0711,0.1564,0.0226,0.0834,0.1053,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_056,72,56,78.706837,13.130809,10000,0.119,0.19,0.0007,0.1032,0.1404,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_057,72,57,78.71582,13.130809,10000,0.104,0.1122,0.0003,0.0722,0.0983,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_058,72,58,78.724803,13.130809,10000,0.1266,0.2007,0.0,0.1091,0.1486,Q1: Lower Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_072_059,72,59,78.733786,13.130809,10000,0.3498,0.625,0.1942,0.3897,0.46,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_072_060,72,60,78.742769,13.130809,10000,0.1811,0.2657,0.076,0.1743,0.2098,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_072_061,72,61,78.751753,13.130809,10000,0.0108,0.029,0.0115,0.0171,0.0191,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_062,72,62,78.760736,13.130809,10000,0.0389,0.0457,0.0612,0.0486,0.044,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_063,72,63,78.769719,13.130809,10000,0.2321,0.502,0.1408,0.2916,0.3457,Q3: Moderate-High Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_072_064,72,64,78.778702,13.130809,10000,0.0781,0.0996,0.002,0.0599,0.081,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_065,72,65,78.787685,13.130809,10000,0.0534,0.0813,0.002,0.0455,0.0613,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_066,72,66,78.796668,13.130809,10000,0.1634,0.4205,0.0,0.1946,0.2647,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_072_067,72,67,78.805652,13.130809,10000,0.1647,0.3548,0.0,0.1732,0.2357,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_072_068,72,68,78.814635,13.130809,10000,0.246,0.6536,0.0046,0.3014,0.4082,Q3: Moderate-High Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_072_069,72,69,78.823618,13.130809,10000,0.4559,1.0,0.0,0.4853,0.6604,Q4: Higher Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_072_070,72,70,78.832601,13.130809,10000,0.2776,1.0,0.0,0.4259,0.5787,Q4: Higher Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_072_071,72,71,78.841584,13.130809,10000,0.2602,0.8885,0.0,0.3829,0.5204,Q4: Higher Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_072_072,72,72,78.850567,13.130809,10000,0.1011,0.2268,0.0648,0.1309,0.1546,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_072_073,72,73,78.85955,13.130809,10000,0.1175,0.2206,0.0727,0.1369,0.16,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_072_074,72,74,78.868534,13.130809,10000,0.2587,0.5382,0.0714,0.2894,0.368,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_072_075,72,75,78.877517,13.130809,10000,0.4012,0.3408,0.2472,0.3297,0.36,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_072_076,72,76,78.8865,13.130809,10000,0.1341,0.2643,0.1051,0.1678,0.1902,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_072_077,72,77,78.895483,13.130809,10000,0.134,0.2599,0.1212,0.1717,0.1897,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_072_078,72,78,78.904466,13.130809,10000,0.2469,0.2941,0.15,0.2303,0.2595,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_072_079,72,79,78.913449,13.130809,10000,0.1484,0.3227,0.0825,0.1846,0.2212,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_072_080,72,80,78.922433,13.130809,10000,0.2139,0.2274,0.1199,0.1871,0.2115,Q2: Moderate-Low Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_072_081,72,81,78.931416,13.130809,10000,0.3992,0.3801,0.2214,0.3336,0.3746,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_072_082,72,82,78.940399,13.130809,10000,0.0563,0.106,0.1804,0.1142,0.0899,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_083,72,83,78.949382,13.130809,10000,0.0084,0.0146,0.0357,0.0196,0.0137,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_084,72,84,78.958365,13.130809,10000,0.0019,0.0051,0.0043,0.0038,0.0036,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_085,72,85,78.967348,13.130809,10000,0.0022,0.0047,0.02,0.009,0.0049,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_086,72,86,78.976331,13.130809,10000,0.0018,0.0037,0.0046,0.0034,0.0029,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_087,72,87,78.985315,13.130809,10000,0.0517,0.0582,0.0462,0.052,0.0541,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_088,72,88,78.994298,13.130809,10000,0.0708,0.0887,0.2338,0.1311,0.0935,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_072_089,72,89,79.003281,13.130809,10000,0.1531,0.1118,0.3835,0.2161,0.1552,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_072_090,72,90,79.012264,13.130809,10000,0.3081,0.1646,0.4935,0.3221,0.26,Q4: Higher Relative Stress,Moderate (Compound Urban/Water Signal),2,Co-occurring built-up spectral rise and localized moisture decrease.
C_072_091,72,91,79.021247,13.130809,10000,0.0524,0.0718,0.2839,0.136,0.082,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_072_092,72,92,79.03023,13.130809,10000,0.0205,0.0741,0.1909,0.0952,0.06,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_093,72,93,79.039214,13.130809,10000,0.2077,0.2264,0.5626,0.3322,0.2481,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_072_094,72,94,79.048197,13.130809,10000,0.0459,0.1122,0.3118,0.1566,0.0998,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_072_095,72,95,79.05718,13.130809,10000,0.0162,0.0527,0.0,0.023,0.0312,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_096,72,96,79.066163,13.130809,10000,0.0041,0.0019,0.0,0.002,0.0027,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_097,72,97,79.075146,13.130809,10000,0.0612,0.2377,0.1032,0.134,0.1446,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_072_098,72,98,79.084129,13.130809,10000,0.162,0.3951,0.2482,0.2685,0.275,Q3: Moderate-High Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_072_099,72,99,79.093112,13.130809,10000,0.2725,0.6211,0.0815,0.325,0.4126,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_072_100,72,100,79.102096,13.130809,10000,0.2249,0.0936,0.0809,0.1331,0.1527,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated built-up spectral change without confirmed vegetation or moisture drop.
C_072_101,72,101,79.111079,13.130809,10000,0.367,0.3402,0.0537,0.2536,0.3267,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_072_102,72,102,79.120062,13.130809,10000,0.2733,0.5287,0.0544,0.2855,0.3689,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_072_103,72,103,79.129045,13.130809,10000,0.1317,0.2591,0.2184,0.2031,0.197,Q2: Moderate-Low Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_072_104,72,104,79.138028,13.130809,10000,0.3313,0.263,0.2698,0.288,0.2949,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_072_105,72,105,79.147011,13.130809,10000,0.2095,0.4635,0.2613,0.3114,0.3288,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_072_106,72,106,79.155994,13.130809,10000,0.1228,0.3052,0.2021,0.21,0.2123,Q2: Moderate-Low Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_072_107,72,107,79.164978,13.130809,10000,0.0116,0.0268,0.486,0.1748,0.0611,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_072_108,72,108,79.173961,13.130809,10000,0.0013,0.0146,0.0079,0.0079,0.0079,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_109,72,109,79.182944,13.130809,10000,0.1883,0.2669,0.0321,0.1624,0.2097,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_072_110,72,110,79.191927,13.130809,10000,0.1258,0.1554,0.1592,0.1468,0.1422,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_072_111,72,111,79.20091,13.130809,10000,0.2716,0.3342,0.4005,0.3354,0.3114,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_072_112,72,112,79.209893,13.130809,10000,0.1537,0.7971,0.2918,0.4142,0.4565,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_072_113,72,113,79.218877,13.130809,10000,0.14,0.3904,0.0327,0.1877,0.2434,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_072_114,72,114,79.22786,13.130809,7451,0.2099,0.4201,0.0053,0.2118,0.2863,Q3: Moderate-High Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_072_121,72,121,79.290742,13.130809,10000,0.3821,0.3803,0.0622,0.2749,0.3525,Q3: Moderate-High Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_072_122,72,122,79.299725,13.130809,10000,0.379,0.574,0.0,0.3177,0.4329,Q4: Higher Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_072_123,72,123,79.308708,13.130809,9982,0.2916,0.4111,0.1243,0.2757,0.3305,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_072_124,72,124,79.317691,13.130809,10000,0.5227,0.4701,0.3226,0.4385,0.4809,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_072_125,72,125,79.326674,13.130809,8494,0.3692,0.6469,0.0467,0.3543,0.4655,Q4: Higher Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_072_126,72,126,79.335658,13.130809,5382,0.1887,0.5705,0.1978,0.319,0.3619,Q4: Higher Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_072_127,72,127,79.344641,13.130809,5203,0.3189,0.8947,0.0887,0.4341,0.5581,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_072_128,72,128,79.353624,13.130809,10000,0.1751,0.3466,0.3163,0.2793,0.2652,Q3: Moderate-High Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_072_129,72,129,79.362607,13.130809,6400,0.3175,0.3483,0.4487,0.3715,0.3432,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_073_036,73,36,78.527174,13.121826,9953,0.145,0.2822,0.2,0.2091,0.2119,Q2: Moderate-Low Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_073_037,73,37,78.536157,13.121826,10000,0.1851,0.1008,0.2826,0.1895,0.1558,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_073_038,73,38,78.54514,13.121826,10000,0.1699,0.2326,0.2132,0.2052,0.2021,Q2: Moderate-Low Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_073_039,73,39,78.554123,13.121826,10000,0.046,0.1068,0.1192,0.0907,0.08,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_040,73,40,78.563106,13.121826,10000,0.0427,0.108,0.0688,0.0732,0.0745,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_041,73,41,78.57209,13.121826,10000,0.0102,0.0123,0.0298,0.0174,0.0129,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_042,73,42,78.581073,13.121826,10000,0.0219,0.044,0.4107,0.1589,0.0669,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_073_043,73,43,78.590056,13.121826,10000,0.19,0.2828,0.5236,0.3321,0.2619,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_073_044,73,44,78.599039,13.121826,10000,0.1962,0.2645,0.5593,0.34,0.2597,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_073_045,73,45,78.608022,13.121826,10000,0.1806,0.4729,0.3137,0.3224,0.3245,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_073_046,73,46,78.617005,13.121826,10000,0.3935,0.6401,0.1434,0.3923,0.4823,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_073_047,73,47,78.625988,13.121826,10000,0.1794,0.1805,0.1811,0.1803,0.18,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_048,73,48,78.634972,13.121826,10000,0.0582,0.1519,0.1582,0.1227,0.1095,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_049,73,49,78.643955,13.121826,10000,0.0603,0.2424,0.0937,0.1321,0.1455,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_073_050,73,50,78.652938,13.121826,10000,0.0008,0.0016,0.0612,0.0212,0.0066,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_051,73,51,78.661921,13.121826,10000,0.021,0.0739,0.0255,0.0401,0.0453,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_052,73,52,78.670904,13.121826,10000,0.0149,0.0263,0.001,0.0141,0.0188,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_053,73,53,78.679887,13.121826,10000,0.0041,0.034,0.0003,0.0128,0.0172,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
