cell_id,longitude,latitude,stress_score,urbanization_component,vegetation_component,water_component,evidence_strength,stress_quartile,rank
C_078_099,79.093112,13.07691,0.2114,0.2117,0.2198,0.2027,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3463
C_026_101,79.111079,13.544034,0.2114,0.0731,0.2177,0.3432,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3464
C_050_124,79.317691,13.328439,0.2114,0.107,0.078,0.4493,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3465
C_092_044,78.599039,12.951146,0.2112,0.1967,0.2437,0.1932,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3466
C_052_067,78.805652,13.310472,0.2111,0.1635,0.3999,0.0698,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3467
C_034_045,78.608022,13.472169,0.2111,0.151,0.4509,0.0314,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3468
C_039_087,78.985315,13.427253,0.2111,0.1366,0.2713,0.2253,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3469
C_076_083,78.949382,13.094877,0.2111,0.1963,0.3635,0.0737,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3470
C_082_033,78.500224,13.040978,0.211,0.2199,0.2968,0.1163,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3471
C_021_090,79.012264,13.58895,0.2109,0.0747,0.1838,0.3743,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3472
C_071_079,78.913449,13.139792,0.2108,0.2799,0.2877,0.0648,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3473
C_040_085,78.967348,13.41827,0.2107,0.1945,0.2986,0.1389,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3474
C_036_146,79.521429,13.454203,0.2107,0.2605,0.2199,0.1515,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3475
C_118_023,78.410393,12.717584,0.2107,0.23,0.2033,0.1988,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3476
C_041_132,79.389556,13.409287,0.2107,0.1041,0.3025,0.2256,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3477
C_050_048,78.634972,13.328439,0.2107,0.1804,0.404,0.0478,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3478
C_077_096,79.066163,13.085893,0.2105,0.1931,0.2013,0.2371,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3479
C_033_051,78.661921,13.481152,0.2105,0.1358,0.3853,0.1105,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3480
C_047_091,79.021247,13.355388,0.2104,0.1415,0.164,0.3258,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3481
C_099_015,78.338528,12.888264,0.2101,0.0637,0.28,0.2867,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3482
C_063_082,78.940399,13.211658,0.2101,0.1458,0.1947,0.2898,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3483
C_048_121,79.290742,13.346405,0.21,0.157,0.3351,0.1379,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3484
C_072_106,79.155994,13.130809,0.21,0.1228,0.3052,0.2021,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3485
C_085_048,78.634972,13.014028,0.2099,0.2219,0.4075,0.0003,Moderate (Same-Sensor Spectral Agreement),Q2: Moderate-Low Relative Stress,3486
C_050_050,78.652938,13.328439,0.2099,0.1652,0.4519,0.0124,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3487
C_028_042,78.581073,13.526068,0.2099,0.0763,0.3668,0.1865,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3488
C_054_108,79.173961,13.292506,0.2099,0.198,0.2974,0.1343,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3489
C_043_105,79.147011,13.391321,0.2098,0.1343,0.2161,0.279,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3490
C_086_042,78.581073,13.005045,0.2097,0.2701,0.3579,0.001,Moderate (Same-Sensor Spectral Agreement),Q2: Moderate-Low Relative Stress,3491
C_063_064,78.778702,13.211658,0.2096,0.2569,0.3254,0.0465,Moderate (Same-Sensor Spectral Agreement),Q2: Moderate-Low Relative Stress,3492
C_079_048,78.634972,13.067927,0.2096,0.0916,0.1893,0.3478,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3493
C_050_073,78.85955,13.328439,0.2095,0.1566,0.4719,0.0,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3494
C_073_090,79.012264,13.121826,0.2094,0.2318,0.2299,0.1667,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3495
C_113_010,78.293612,12.7625,0.2093,0.215,0.2396,0.1732,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3496
C_010_095,79.05718,13.687765,0.2092,0.1564,0.2453,0.226,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3497
C_043_132,79.389556,13.391321,0.2092,0.1925,0.2424,0.1926,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3498
C_108_023,78.410393,12.807416,0.2092,0.2144,0.1959,0.2171,Moderate (Compound Urban/Water Signal),Q2: Moderate-Low Relative Stress,3499
C_073_036,78.527174,13.121826,0.2091,0.145,0.2822,0.2,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3500
C_037_090,79.012264,13.44522,0.2091,0.0666,0.496,0.0648,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3501
C_105_016,78.347511,12.834365,0.209,0.1772,0.3027,0.147,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3502
C_057_107,79.164978,13.265557,0.2089,0.1926,0.2955,0.1385,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3503
C_050_041,78.57209,13.328439,0.2088,0.1811,0.347,0.0982,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3504
C_071_094,79.048197,13.139792,0.2088,0.1748,0.2332,0.2184,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3505
C_048_110,79.191927,13.346405,0.2088,0.3038,0.1494,0.1732,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3506
C_047_139,79.458547,13.355388,0.2087,0.1155,0.1591,0.3514,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3507
C_046_138,79.449564,13.364371,0.2087,0.1752,0.2227,0.2283,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3508
C_075_104,79.138028,13.10386,0.2087,0.1893,0.2568,0.1801,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3509
C_070_090,79.012264,13.148776,0.2086,0.3219,0.1165,0.1873,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3510
C_084_053,78.679887,13.023011,0.2085,0.2362,0.3894,0.0,Moderate (Same-Sensor Spectral Agreement),Q2: Moderate-Low Relative Stress,3511
C_034_046,78.617005,13.472169,0.2085,0.0984,0.439,0.0881,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3512
C_029_080,78.922433,13.517085,0.2084,0.1405,0.3338,0.151,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3513
C_070_045,78.608022,13.148776,0.2084,0.2366,0.1309,0.2577,Moderate (Compound Urban/Water Signal),Q2: Moderate-Low Relative Stress,3514
C_074_040,78.563106,13.112843,0.2083,0.1684,0.2352,0.2214,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3515
C_033_089,79.003281,13.481152,0.2082,0.277,0.2721,0.0754,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3516
C_084_047,78.625988,13.023011,0.2082,0.16,0.4604,0.0043,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3517
C_070_102,79.120062,13.148776,0.2081,0.2105,0.2671,0.1467,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3518
C_064_099,79.093112,13.202674,0.208,0.1536,0.3713,0.0992,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3519
C_024_084,78.958365,13.562001,0.2079,0.0889,0.1972,0.3376,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3520
C_111_010,78.293612,12.780466,0.2079,0.26,0.2289,0.1349,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3521
C_034_056,78.706837,13.472169,0.2079,0.1668,0.305,0.1519,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3522
C_041_103,79.129045,13.409287,0.2078,0.1458,0.1914,0.2862,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3523
C_074_123,79.308708,13.112843,0.2078,0.2151,0.4084,0.0,Moderate (Same-Sensor Spectral Agreement),Q2: Moderate-Low Relative Stress,3524
C_069_040,78.563106,13.157759,0.2078,0.1508,0.2621,0.2105,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3525
C_036_094,79.048197,13.454203,0.2077,0.1003,0.2699,0.2531,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3526
C_034_081,78.931416,13.472169,0.2077,0.135,0.353,0.1352,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3527
C_069_107,79.164978,13.157759,0.2077,0.1161,0.1992,0.3078,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3528
C_010_094,79.048197,13.687765,0.2077,0.0777,0.2832,0.2623,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3529
C_046_078,78.904466,13.364371,0.2075,0.307,0.3149,0.0007,Moderate (Same-Sensor Spectral Agreement),Q2: Moderate-Low Relative Stress,3530
C_071_099,79.093112,13.139792,0.2074,0.1318,0.2659,0.2246,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3531
C_047_155,79.602278,13.355388,0.2074,0.1097,0.1877,0.3249,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3532
C_067_079,78.913449,13.175725,0.2074,0.1068,0.3239,0.1916,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3533
C_036_122,79.299725,13.454203,0.2073,0.2551,0.1908,0.1759,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3534
C_035_127,79.344641,13.463186,0.2073,0.1455,0.1935,0.283,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3535
C_033_060,78.742769,13.481152,0.2073,0.253,0.3686,0.0003,Moderate (Same-Sensor Spectral Agreement),Q2: Moderate-Low Relative Stress,3536
C_058_061,78.751753,13.256573,0.2073,0.1851,0.3435,0.0933,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3537
C_055_082,78.940399,13.283523,0.2072,0.1952,0.3065,0.12,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3538
C_070_121,79.290742,13.148776,0.2072,0.2547,0.2624,0.1045,Moderate (Same-Sensor Spectral Agreement),Q2: Moderate-Low Relative Stress,3539
C_046_116,79.245826,13.364371,0.2071,0.1258,0.2694,0.226,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3540
C_068_118,79.263792,13.166742,0.2071,0.1505,0.3192,0.1516,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3541
C_043_077,78.895483,13.391321,0.207,0.3091,0.312,0.0,Moderate (Same-Sensor Spectral Agreement),Q2: Moderate-Low Relative Stress,3542
C_027_081,78.931416,13.535051,0.207,0.0702,0.2523,0.2983,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3543
C_074_061,78.751753,13.112843,0.2069,0.1582,0.3025,0.1601,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3544
C_041_124,79.317691,13.409287,0.2068,0.1013,0.3219,0.1971,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3545
C_079_109,79.182944,13.067927,0.2068,0.0793,0.185,0.356,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3546
C_098_045,78.608022,12.897247,0.2068,0.1926,0.4217,0.0062,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3547
C_055_108,79.173961,13.283523,0.2068,0.1365,0.2463,0.2374,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3548
C_000_095,79.05718,13.777596,0.2067,0.0579,0.3269,0.2353,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3549
C_048_062,78.760736,13.346405,0.2067,0.1943,0.212,0.2138,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3550
C_014_095,79.05718,13.651832,0.2067,0.1956,0.2497,0.1747,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3551
C_055_111,79.20091,13.283523,0.2066,0.1295,0.1688,0.3216,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3552
C_055_063,78.769719,13.283523,0.2065,0.1728,0.4464,0.0003,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3553
C_047_047,78.625988,13.355388,0.2064,0.1927,0.3857,0.0409,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3554
C_057_120,79.281759,13.265557,0.2064,0.167,0.2906,0.1614,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3555
C_047_090,79.012264,13.355388,0.2064,0.1131,0.0986,0.4077,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3556
C_044_137,79.440581,13.382338,0.2063,0.2029,0.1879,0.2283,Moderate (Compound Urban/Water Signal),Q2: Moderate-Low Relative Stress,3557
C_061_068,78.814635,13.229624,0.2063,0.1711,0.4417,0.0062,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3558
C_100_018,78.365477,12.879281,0.2062,0.089,0.1268,0.4028,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3559
C_053_032,78.491241,13.301489,0.2061,0.1805,0.3871,0.0508,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3560
C_086_047,78.625988,13.005045,0.206,0.125,0.4902,0.0026,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3561
C_069_097,79.075146,13.157759,0.2059,0.1487,0.1945,0.2744,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3562
C_013_095,79.05718,13.660815,0.2058,0.1745,0.3632,0.0796,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3563
C_035_124,79.317691,13.463186,0.2058,0.1566,0.3505,0.1104,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3564
C_056_090,79.012264,13.27454,0.2057,0.1306,0.1595,0.3272,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3565
C_047_105,79.147011,13.355388,0.2056,0.1817,0.2552,0.1798,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3566
C_112_021,78.392426,12.771483,0.2055,0.2972,0.1015,0.2178,Moderate (Compound Urban/Water Signal),Q2: Moderate-Low Relative Stress,3567
C_028_079,78.913449,13.526068,0.2054,0.1584,0.1967,0.261,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3568
C_038_046,78.617005,13.436236,0.2053,0.0812,0.3595,0.1752,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3569
C_055_119,79.272775,13.283523,0.2052,0.2121,0.2015,0.2021,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3570
C_073_038,78.54514,13.121826,0.2052,0.1699,0.2326,0.2132,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3571
C_032_083,78.949382,13.490135,0.2051,0.1577,0.4114,0.0462,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3572
C_017_086,78.976331,13.624883,0.2051,0.1746,0.2261,0.2147,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3573
C_073_081,78.931416,13.121826,0.2051,0.2117,0.2301,0.1736,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3574
C_029_071,78.841584,13.517085,0.2049,0.228,0.3863,0.0003,Moderate (Same-Sensor Spectral Agreement),Q2: Moderate-Low Relative Stress,3575
C_071_088,78.994298,13.139792,0.2049,0.0426,0.0934,0.4788,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3576
C_050_096,79.066163,13.328439,0.2049,0.1707,0.2278,0.2161,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3577
C_050_072,78.850567,13.328439,0.2048,0.1871,0.4268,0.0003,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3578
C_061_107,79.164978,13.229624,0.2048,0.2577,0.2171,0.1395,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3579
C_059_054,78.688871,13.24759,0.2048,0.1699,0.3478,0.0966,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3580
C_052_123,79.308708,13.310472,0.2047,0.1505,0.0002,0.4634,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3581
C_112_018,78.365477,12.771483,0.2047,0.2351,0.1562,0.2227,Moderate (Compound Urban/Water Signal),Q2: Moderate-Low Relative Stress,3582
C_052_115,79.236843,13.310472,0.2047,0.0216,0.1004,0.4922,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3583
C_049_092,79.03023,13.337422,0.2045,0.1666,0.185,0.262,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3584
C_036_084,78.958365,13.454203,0.2045,0.2877,0.3258,0.0,Moderate (Same-Sensor Spectral Agreement),Q2: Moderate-Low Relative Stress,3585
C_059_122,79.299725,13.24759,0.2044,0.1572,0.2498,0.2063,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3586
C_037_067,78.805652,13.44522,0.2044,0.1612,0.4087,0.0432,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3587
C_121_001,78.212763,12.690635,0.2043,0.1327,0.2612,0.2191,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3588
C_096_040,78.563106,12.915214,0.2043,0.1753,0.3243,0.1133,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3589
C_092_038,78.54514,12.951146,0.2043,0.2607,0.2962,0.056,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3590
C_068_080,78.922433,13.166742,0.2041,0.1391,0.4023,0.0707,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3591
C_012_091,79.021247,13.669798,0.2041,0.1566,0.3058,0.15,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3592
C_095_035,78.518191,12.924197,0.2041,0.2276,0.2247,0.1598,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3593
C_004_097,79.075146,13.741664,0.204,0.1243,0.4233,0.0642,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3594
C_056_037,78.536157,13.27454,0.204,0.0714,0.1675,0.373,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3595
C_067_070,78.832601,13.175725,0.204,0.1975,0.3525,0.0619,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3596
C_057_085,78.967348,13.265557,0.2039,0.2258,0.1941,0.1919,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3597
C_038_089,79.003281,13.436236,0.2038,0.1681,0.3019,0.1415,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3598
C_040_049,78.643955,13.41827,0.2038,0.16,0.3665,0.0848,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3599
C_103_020,78.383443,12.852332,0.2038,0.1711,0.0916,0.3488,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3600
C_111_019,78.37446,12.780466,0.2037,0.16,0.2015,0.2495,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3601
C_084_031,78.482258,13.023011,0.2037,0.1738,0.1634,0.2738,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3602
C_022_088,78.994298,13.579967,0.2037,0.1138,0.128,0.3694,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3603
C_058_074,78.868534,13.256573,0.2037,0.1897,0.1879,0.2335,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3604
C_100_043,78.590056,12.879281,0.2037,0.1801,0.418,0.0131,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3605
C_042_082,78.940399,13.400304,0.2035,0.186,0.2758,0.1487,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3606
C_045_089,79.003281,13.373354,0.2035,0.2493,0.2107,0.1506,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3607
C_033_053,78.679887,13.481152,0.2034,0.2107,0.3756,0.0239,Moderate (Same-Sensor Spectral Agreement),Q2: Moderate-Low Relative Stress,3608
C_052_092,79.03023,13.310472,0.2034,0.1517,0.3968,0.0619,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3609
C_059_116,79.245826,13.24759,0.2034,0.1778,0.2791,0.1533,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3610
C_111_027,78.446325,12.780466,0.2034,0.1571,0.3081,0.1451,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3611
C_011_090,79.012264,13.678782,0.2033,0.1355,0.2587,0.2158,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3612
C_053_058,78.724803,13.301489,0.2033,0.1697,0.3908,0.0494,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3613
C_071_111,79.20091,13.139792,0.2033,0.2018,0.2334,0.1749,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3614
C_046_090,79.012264,13.364371,0.2033,0.1602,0.206,0.2436,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3615
C_013_096,79.066163,13.660815,0.2032,0.0889,0.4441,0.0768,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3616
C_046_115,79.236843,13.364371,0.2031,0.1484,0.299,0.1618,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3617
C_072_103,79.129045,13.130809,0.2031,0.1317,0.2591,0.2184,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3618
C_099_044,78.599039,12.888264,0.203,0.1953,0.4124,0.0013,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3619
C_068_126,79.335658,13.166742,0.203,0.0922,0.2542,0.2626,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3620
C_077_083,78.949382,13.085893,0.203,0.1704,0.1367,0.3018,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3621
C_061_090,79.012264,13.229624,0.203,0.0533,0.0613,0.4945,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3622
C_069_125,79.326674,13.157759,0.203,0.1648,0.2809,0.1634,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3623
C_080_094,79.048197,13.058944,0.2029,0.0453,0.3006,0.2629,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3624
C_052_122,79.299725,13.310472,0.2029,0.0632,0.0156,0.5299,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3625
C_000_098,79.084129,13.777596,0.2029,0.1147,0.4002,0.0936,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3626
C_069_106,79.155994,13.157759,0.2029,0.1895,0.2519,0.1673,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3627
C_044_122,79.299725,13.382338,0.2029,0.1184,0.3702,0.1202,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3628
C_074_052,78.670904,13.112843,0.2028,0.2154,0.3359,0.057,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3629
C_051_058,78.724803,13.319455,0.2028,0.1186,0.368,0.1218,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3630
C_062_080,78.922433,13.220641,0.2028,0.2188,0.2665,0.1231,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3631
C_077_050,78.652938,13.085893,0.2028,0.1549,0.283,0.1706,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3632
C_033_056,78.706837,13.481152,0.2027,0.2504,0.2855,0.0724,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3633
C_031_077,78.895483,13.499119,0.2027,0.1525,0.3814,0.0743,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3634
C_051_083,78.949382,13.319455,0.2027,0.0904,0.1336,0.3841,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3635
C_115_033,78.500224,12.744534,0.2027,0.2146,0.1232,0.2702,Moderate (Compound Urban/Water Signal),Q2: Moderate-Low Relative Stress,3636
C_042_101,79.111079,13.400304,0.2026,0.1447,0.1227,0.3406,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3637
C_018_073,78.85955,13.6159,0.2026,0.1583,0.2048,0.2446,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3638
C_066_076,78.8865,13.184708,0.2026,0.1293,0.29,0.1886,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3639
C_055_058,78.724803,13.283523,0.2026,0.1744,0.397,0.0364,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3640
C_044_092,79.03023,13.382338,0.2025,0.086,0.2013,0.3203,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3641
C_064_084,78.958365,13.202674,0.2025,0.179,0.1768,0.2518,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3642
C_023_098,79.084129,13.570984,0.2024,0.0933,0.1873,0.3265,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3643
C_050_059,78.733786,13.328439,0.2024,0.1701,0.2828,0.1542,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3644
C_033_048,78.634972,13.481152,0.2024,0.222,0.3013,0.0838,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3645
C_047_119,79.272775,13.355388,0.2023,0.2438,0.2158,0.1474,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3646
C_037_131,79.380573,13.44522,0.2023,0.11,0.1636,0.3334,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3647
C_038_043,78.590056,13.436236,0.2023,0.1399,0.2394,0.2276,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3648
C_121_020,78.383443,12.690635,0.2021,0.2058,0.0819,0.3186,Moderate (Compound Urban/Water Signal),Q2: Moderate-Low Relative Stress,3649
C_111_007,78.266662,12.780466,0.202,0.2144,0.2326,0.1592,Moderate (Same-Sensor Spectral Agreement),Q2: Moderate-Low Relative Stress,3650
C_057_066,78.796668,13.265557,0.202,0.1631,0.4429,0.0,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3651
C_065_084,78.958365,13.193691,0.2019,0.1203,0.0864,0.3989,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3652
C_052_106,79.155994,13.310472,0.2018,0.1482,0.3029,0.1542,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3653
C_062_114,79.22786,13.220641,0.2018,0.291,0.2099,0.1045,High (Multi-Source Convergence),Q2: Moderate-Low Relative Stress,3654
C_125_020,78.383443,12.654702,0.2017,0.1231,0.0899,0.392,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3655
C_025_088,78.994298,13.553017,0.2017,0.1277,0.2044,0.2731,Moderate (Compound Moisture/Vegetation Stress),Q2: Moderate-Low Relative Stress,3656
C_085_036,78.527174,13.014028,0.2017,0.1343,0.2887,0.1821,Low (Single Evidence Family),Q2: Moderate-Low Relative Stress,3657
